"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
716,30.3,30.3,69.7,"Petit-Val (BE)",
717,18.6,18.6,81.4,"Valbirse (BE)",
723,33.1,33.1,66.9,"La Neuveville (BE)",
724,18.6,18.6,81.4,"Nods (BE)",
726,25.6,25.6,74.4,"Plateau de Diesse (BE)",
731,18.1,18.1,81.9,"Aegerten (BE)",
732,15.6,15.6,84.4,"Bellmund (BE)",
733,27.5,27.5,72.5,"Brügg (BE)",
734,18.7,18.7,81.3,"Bühl (BE)",
735,8.7,8.7,91.3,"Epsach (BE)",
736,18.8,18.8,81.2,"Hagneck (BE)",
737,19.8,19.8,80.2,"Hermrigen (BE)",
738,17.1,17.1,82.9,"Jens (BE)",
739,22.3,22.3,77.7,"Ipsach (BE)",
740,28.6,28.6,71.4,"Gléresse (BE)",
741,21.9,21.9,78.1,"Merzligen (BE)",
742,10,10,90,"Mörigen (BE)",
743,37.5,37.5,62.5,"Nidau (BE)",
744,18.8,18.8,81.2,"Orpund (BE)",
745,18.9,18.9,81.1,"Port (BE)",
746,15.1,15.1,84.9,"Safnern (BE)",
747,19.5,19.5,80.5,"Scheuren (BE)",
748,6.6,6.6,93.4,"Schwadernau (BE)",
749,13,13,87,"Studen (BE)",
750,19.6,19.6,80.4,"Sutz-Lattrigen (BE)",
751,20.2,20.2,79.8,"Täuffelen (BE)",
754,12.1,12.1,87.9,"Walperswil (BE)",
755,17.4,17.4,82.6,"Worben (BE)",
756,25,25,75,"Douanne-Daucher (BE)",
761,7.4,7.4,92.6,"Därstetten (BE)",
762,11.6,11.6,88.4,"Diemtigen (BE)",
763,16.1,16.1,83.9,"Erlenbach im Simmental (BE)",
766,11.1,11.1,88.9,"Oberwil im Simmental (BE)",
767,15,15,85,"Reutigen (BE)",
768,25.5,25.5,74.5,"Spiez (BE)",
769,16.8,16.8,83.2,"Wimmis (BE)",
770,14.8,14.8,85.2,"Stocken-Höfen (BE)",
782,17.7,17.7,82.3,"Guttannen (BE)",
783,13.5,13.5,86.5,"Hasliberg (BE)",
784,14.8,14.8,85.2,"Innertkirchen (BE)",
785,17.5,17.5,82.5,"Meiringen (BE)",
786,11,11,89,"Schattenhalb (BE)",
791,16,16,84,"Boltigen (BE)",
792,13.6,13.6,86.4,"Lenk (BE)",
793,8.6,8.6,91.4,"Saint-Etienne (BE)",
794,19.2,19.2,80.8,"Zweisimmen (BE)",
841,8,8,92,"Gsteig (BE)",
842,8,8,92,"Lauenen (BE)",
843,12.2,12.2,87.8,"Gessenay (BE)",
852,50,0,0,"Guggisberg (BE)","I resultati di questa comune non sono ancora noti."
853,50,0,0,"Rüschegg (BE)","I resultati di questa comune non sono ancora noti."
855,50,0,0,"Schwarzenburg (BE)","I resultati di questa comune non sono ancora noti."
861,50,0,0,"Belp (BE)","I resultati di questa comune non sono ancora noti."
863,19.5,19.5,80.5,"Burgistein (BE)",
866,50,0,0,"Gerzensee (BE)","I resultati di questa comune non sono ancora noti."
867,23.9,23.9,76.1,"Gurzelen (BE)",
868,50,0,0,"Jaberg (BE)","I resultati di questa comune non sono ancora noti."
869,50,0,0,"Kaufdorf (BE)","I resultati di questa comune non sono ancora noti."
870,50,0,0,"Kehrsatz (BE)","I resultati di questa comune non sono ancora noti."
872,50,0,0,"Kirchdorf (BE)","I resultati di questa comune non sono ancora noti."
879,50,0,0,"Riggisberg (BE)","I resultati di questa comune non sono ancora noti."
880,50,0,0,"Rüeggisberg (BE)","I resultati di questa comune non sono ancora noti."
883,20.9,20.9,79.1,"Seftigen (BE)",
884,50,0,0,"Toffen (BE)","I resultati di questa comune non sono ancora noti."
885,19.7,19.7,80.3,"Uttigen (BE)",
886,15.2,15.2,84.8,"Wattenwil (BE)",
888,50,0,0,"Wald (BE)","I resultati di questa comune non sono ancora noti."
889,50,0,0,"Thurnen (BE)","I resultati di questa comune non sono ancora noti."
901,9.8,9.8,90.2,"Eggiwil (BE)",
902,24.5,24.5,75.5,"Langnau im Emmental (BE)",
903,13.7,13.7,86.3,"Lauperswil (BE)",
904,6.5,6.5,93.5,"Röthenbach im Emmental (BE)",
905,12,12,88,"Rüderswil (BE)",
906,6.2,6.2,93.8,"Schangnau (BE)",
907,12,12,88,"Signau (BE)",
908,17.4,17.4,82.6,"Trub (BE)",
909,19.1,19.1,80.9,"Trubschachen (BE)",
921,15.4,15.4,84.6,"Amsoldingen (BE)",
922,16.5,16.5,83.5,"Blumenstein (BE)",
923,10.7,10.7,89.3,"Buchholterberg (BE)",
924,12.7,12.7,87.3,"Eriz (BE)",
925,12.7,12.7,87.3,"Fahrni (BE)",
927,19.9,19.9,80.1,"Heiligenschwendi (BE)",
928,15.7,15.7,84.3,"Heimberg (BE)",
929,23.7,23.7,76.3,"Hilterfingen (BE)",
931,8.8,8.8,91.2,"Homberg (BE)",
932,20,20,80,"Horrenbach-Buchen (BE)",
934,22.1,22.1,77.9,"Oberhofen am Thunersee (BE)",
935,12.5,12.5,87.5,"Oberlangenegg (BE)",
936,12.1,12.1,87.9,"Pohlern (BE)",
938,17.1,17.1,82.9,"Sigriswil (BE)",
939,22.4,22.4,77.6,"Steffisburg (BE)",
940,9.6,9.6,90.4,"Teuffenthal (BE)",
941,16.5,16.5,83.5,"Thierachern (BE)",
942,26.8,26.8,73.2,"Thoune (BE)",
943,12.5,12.5,87.5,"Uebeschi (BE)",
944,17,17,83,"Uetendorf (BE)",
945,14.3,14.3,85.7,"Unterlangenegg (BE)",
946,6.7,6.7,93.3,"Wachseldorn (BE)",
948,15.6,15.6,84.4,"Forst-Längenbühl (BE)",
951,10.7,10.7,89.3,"Affoltern im Emmental (BE)",
952,8.4,8.4,91.6,"Dürrenroth (BE)",
953,13.5,13.5,86.5,"Eriswil (BE)",
954,16.9,16.9,83.1,"Huttwil (BE)",
955,15.9,15.9,84.1,"Lützelflüh (BE)",
956,11.3,11.3,88.7,"Rüegsau (BE)",
957,17.7,17.7,82.3,"Sumiswald (BE)",
958,11.7,11.7,88.3,"Trachselwald (BE)",
959,11.3,11.3,88.7,"Walterswil (BE)",
960,12.8,12.8,87.2,"Wyssachen (BE)",
971,11.4,11.4,88.6,"Attiswil (BE)",
972,8.3,8.3,91.7,"Berken (BE)",
973,20.2,20.2,79.8,"Bettenhausen (BE)",
975,24,24,76,"Farnern (BE)",
976,16.7,16.7,83.3,"Graben (BE)",
977,13,13,87,"Heimenhausen (BE)",
979,21.4,21.4,78.6,"Herzogenbuchsee (BE)",
980,11.6,11.6,88.4,"Inkwil (BE)",
981,15.6,15.6,84.4,"Niederbipp (BE)",
982,17.5,17.5,82.5,"Niederönz (BE)",
983,14.7,14.7,85.3,"Oberbipp (BE)",
985,16,16,84,"Ochlenberg (BE)",
987,10.3,10.3,89.7,"Rumisberg (BE)",
988,14.3,14.3,85.7,"Seeberg (BE)",
989,13.7,13.7,86.3,"Thörigen (BE)",
990,12.9,12.9,87.1,"Walliswil bei Niederbipp (BE)",
991,17.2,17.2,82.8,"Walliswil bei Wangen (BE)",
992,13.5,13.5,86.5,"Wangen an der Aare (BE)",
995,16.5,16.5,83.5,"Wiedlisbach (BE)",
